DateAdded,QtrYrcompleted,Company,Suffix,Name,AcceptedFIGI,HasSOR2599,HasaDedicatedFeed,HasanOpenFIGI.comaccount,Contact Source,Address,City,State,Postal Code,Country,Region,ClientType,Division,Role,Phone #,Cell Phone #,E-mail address(es) - in order,UsingFIGI,Bloomberg Rep(s),BloombergProduct,Notes,Access 1,Access 2,Access 3,UsageofData,UseCase1,UseCase23,Competitive ID,PR Effort
1/27/2012,Q1 2012,Company 100,Mr.,Name 99,Accepted,34569847,No,API Key Only,No Source,Address 100,City 100,--,12345,Austria,Western Europe,Client,Fund Service Provider,not available,7701234567,4041234567,abcde@email.com,Yes,Ronald McDonald,Data License Back-Office,type any notes here,Symbology Back Office (2599),OpenFIGI API Key,--,--,--,--,--,--
2/9/2012,Q1 2012,Company 101,Mr.,Name 100,No Info Available,34569847,No,No Info Available,No Source,Address 101,City 101,CA,12345,United States of America (USA),North America,--,--,not available,7701234567,4041234567,abcde@email.com,--,not specified,--,type any notes here,--,--,--,--,--,--,--,--
2/15/2012,Q1 2012,Company 102,Mr.,Name 101,Accepted,34569847,No,No Info Available,No Source,Address 102,City 102,CA,12345,United States of America (USA),North America,3rd Party/Vendor,--,not available,7701234567,4041234567,abcde@email.com,--,Leslie Knope,--,type any notes here,--,--,--,--,--,--,--,--
2/15/2012,Q1 2012,Company 103,Mr.,Name 102,No Info Available,34569847,No,No Info Available,No Source,Address 103,City 103,CA,12345,United States of America (USA),North America,--,--,not available,7701234567,4041234567,abcde@email.com,--,Dennis Reynolds,--,type any notes here,--,--,--,--,--,--,--,--
2/17/2012,Q1 2012,Company 104,not available,Name 103,No Info Available,34569847,No,No Info Available,No Source,Address 104,City 104,--,12345,Germany,Western Europe,--,--,not available,7701234567,4041234567,abcde@email.com,--,not specified,--,type any notes here,--,--,--,--,--,--,--,--
2/22/2012,Q1 2012,Company 105,not available,Name 104,No Info Available,34569847,No,No Info Available,No Source,Address 105,City 105,--,12345,Brazil,Latin America & Caribbean,--,--,not available,7701234567,4041234567,abcde@email.com,--,not specified,--,type any notes here,--,--,--,--,--,--,--,--
2/29/2012,Q1 2012,Company 106,Mr.,Name 105,Accepted,34569847,No,No Info Available,No Source,Address 106,City 106,--,12345,United Kingdom (UK),Western Europe,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,The Queen,Data License Back-Office,type any notes here,--,--,--,--,--,--,--,--
2/29/2012,Q1 2012,Company 107,Mr.,Name 106,No Info Available,34569847,No,No Info Available,No Source,Address 107,City 107,--,12345,United Kingdom (UK),Western Europe,--,--,not available,7701234567,4041234567,abcde@email.com,--,The Queen,--,type any notes here,--,--,--,--,--,--,--,--
3/8/2012,Q1 2012,Company 108,Ms.,Name 107,Accepted,34569847,No,No Info Available,No Source,Address 108,City 108,IL,12345,United States of America (USA),North America,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,Dennis Reynolds,Data License Back-Office,type any notes here,--,--,--,--,--,--,--,--
3/9/2012,Q1 2012,Company 109,Mr.,Name 108,No Info Available,34569847,No,No Info Available,No Source,Address 109,City 109,IL,12345,United States of America (USA),North America,--,--,not available,7701234567,4041234567,abcde@email.com,--,The Queen,--,type any notes here,--,--,--,--,--,--,--,--
3/12/2012,Q2 2011,Company 110,Mr.,Name 109,Accepted,34569847,No,No Info Available,No Source,Address 110,City 110,--,12345,India,Asia Pacific,Exchange,--,not available,7701234567,4041234567,abcde@email.com,Yes,Tony Stark,--,type any notes here,--,--,--,--,--,--,--,--
3/12/2012,Q2 2011,Company 111,Ms.,Name 110,Accepted,34569847,No,No Info Available,No Source,Address 111,City 111,--,12345,India,Asia Pacific,Exchange,--,not available,7701234567,4041234567,abcde@email.com,Yes,Tony Stark,--,type any notes here,--,--,--,--,--,--,--,--
3/12/2012,Q2 2014,Company 112,not available,Name 111,In Progress,34569847,No,No Info Available,No Source,Address 112,City 112,--,12345,Spain,Western Europe,Exchange,--,not available,7701234567,4041234567,abcde@email.com,No,Ronald McDonald,--,type any notes here,--,--,--,--,--,--,--,--
3/12/2012,Q1 2014,Company 113,Mr.,Name 112,In Progress,34569847,No,No Info Available,No Source,Address 113,City 113,--,12345,Australia,Asia Pacific,Exchange,--,not available,7701234567,4041234567,abcde@email.com,No,Tony Stark,--,type any notes here,--,--,--,--,--,--,--,--
3/12/2012,Q1 2015,Company 114,Ms.,Name 113,Accepted,34569847,No,No Info Available,No Source,Address 114,City 114,--,12345,Greece,Western Europe,Exchange,--,not available,7701234567,4041234567,abcde@email.com,Yes,First Last ,--,type any notes here,--,--,--,--,--,--,--,--
3/12/2012,Q1 2015,Company 115,not available,Name 114,Accepted,34569847,No,No Info Available,No Source,Address 115,City 115,--,12345,Greece,Western Europe,Exchange,--,not available,7701234567,4041234567,abcde@email.com,Yes,First Last ,--,type any notes here,--,--,--,--,--,--,--,--
3/12/2012,Q4 2013,Company 116,Mr.,Name 115,No Info Available,34569847,No,No Info Available,No Source,Address 116,City 116,--,12345,Australia,Asia Pacific,Exchange,--,not available,7701234567,4041234567,abcde@email.com,No,Tony Stark,--,type any notes here,--,--,--,--,--,--,--,--
3/12/2012,Q1 2014,Company 117,not available,Name 116,No Info Available,34569847,No,No Info Available,No Source,Address 117,City 117,--,12345,Australia,Asia Pacific,Exchange,--,not available,7701234567,4041234567,abcde@email.com,No,Tony Stark,--,type any notes here,--,--,--,--,--,--,--,--
3/12/2012,Q1 2014,Company 118,not available,Name 117,No Info Available,34569847,No,No Info Available,No Source,Address 118,City 118,--,12345,Australia,Asia Pacific,Exchange,--,not available,7701234567,4041234567,abcde@email.com,No,Tony Stark,--,type any notes here,--,--,--,--,--,--,--,--
3/12/2012,Q1 2014,Company 119,not available,Name 118,No Info Available,34569847,No,No Info Available,No Source,Address 119,City 119,--,12345,Australia,Asia Pacific,Exchange,--,not available,7701234567,4041234567,abcde@email.com,No,Tony Stark,--,type any notes here,--,--,--,--,--,--,--,--
3/12/2012,Q2 2015,Company 120,Mr.,Name 119,No Info Available,34569847,No,No Info Available,No Source,Address 120,City 120,--,12345,United Kingdom (UK),Western Europe,Exchange,--,not available,7701234567,4041234567,abcde@email.com,No,First Last ,--,type any notes here,--,--,--,--,--,--,--,--
3/12/2012,Q2 2015,Company 121,Mr.,Name 120,No Info Available,34569847,No,No Info Available,No Source,Address 121,City 121,--,12345,United Kingdom (UK),Western Europe,Exchange,--,not available,7701234567,4041234567,abcde@email.com,No,First Last ,--,type any notes here,--,--,--,--,--,--,--,--
3/12/2012,Q2 2015,Company 122,Mr.,Name 121,No Info Available,34569847,No,No Info Available,No Source,Address 122,City 122,--,12345,United Kingdom (UK),Western Europe,Exchange,--,not available,7701234567,4041234567,abcde@email.com,No,First Last ,--,type any notes here,--,--,--,--,--,--,--,--
3/12/2012,Q2 2015,Company 123,Mr.,Name 122,No Info Available,34569847,No,No Info Available,No Source,Address 123,City 123,--,12345,United Kingdom (UK),Western Europe,Exchange,--,not available,7701234567,4041234567,abcde@email.com,No,First Last ,--,type any notes here,--,--,--,--,--,--,--,--
3/12/2012,Q1 2014,Company 124,not available,Name 123,No Info Available,34569847,No,No Info Available,No Source,Address 124,City 124,--,12345,India,Asia Pacific,Exchange,--,not available,7701234567,4041234567,abcde@email.com,No,Tony Stark,--,type any notes here,--,--,--,--,--,--,--,--
3/12/2012,Q2 2013,Company 125,Mr.,Name 124,No Info Available,34569847,No,No Info Available,No Source,Address 125,City 125,--,12345,Bahrain,Middle East & Africa,Exchange,--,not available,7701234567,4041234567,abcde@email.com,No,Ronald McDonald,--,type any notes here,--,--,--,--,--,--,--,--
3/12/2012,Q2 2013,Company 126,Mr.,Name 125,No Info Available,34569847,No,No Info Available,No Source,Address 126,City 126,--,12345,Bahrain,Middle East & Africa,Exchange,--,not available,7701234567,4041234567,abcde@email.com,No,Ronald McDonald,--,type any notes here,--,--,--,--,--,--,--,--
3/12/2012,Q2 2013,Company 127,Mr.,Name 126,No Info Available,34569847,No,No Info Available,No Source,Address 127,City 127,--,12345,Bahrain,Middle East & Africa,Exchange,--,not available,7701234567,4041234567,abcde@email.com,No,Ronald McDonald,--,type any notes here,--,--,--,--,--,--,--,--
3/12/2012,Q2 2013,Company 128,Mr.,Name 127,No Info Available,34569847,No,No Info Available,No Source,Address 128,City 128,--,12345,Bahrain,Middle East & Africa,Exchange,--,not available,7701234567,4041234567,abcde@email.com,No,Ronald McDonald,--,type any notes here,--,--,--,--,--,--,--,--
3/12/2012,Q2 2013,Company 129,not available,Name 128,No Info Available,34569847,No,No Info Available,No Source,Address 129,City 129,--,12345,Bahrain,Middle East & Africa,Exchange,--,not available,7701234567,4041234567,abcde@email.com,No,Ronald McDonald,--,type any notes here,--,--,--,--,--,--,--,--
3/12/2012,Q2 2013,Company 130,not available,Name 129,No Info Available,34569847,No,No Info Available,No Source,Address 130,City 130,--,12345,Bahrain,Middle East & Africa,Exchange,--,not available,7701234567,4041234567,abcde@email.com,No,Ronald McDonald,--,type any notes here,--,--,--,--,--,--,--,--
3/12/2012,Q3 2012,Company 131,Mr.,Name 130,No Info Available,34569847,No,No Info Available,No Source,Address 131,City 131,--,12345,Azerbaijan,Eastern Europe,Exchange,--,not available,7701234567,4041234567,abcde@email.com,No,Ronald McDonald,--,type any notes here,--,--,--,--,--,--,--,--
3/12/2012,Q3 2012,Company 132,not available,Name 131,No Info Available,34569847,No,No Info Available,No Source,Address 132,City 132,--,12345,Azerbaijan,Eastern Europe,Exchange,--,not available,7701234567,4041234567,abcde@email.com,No,Ronald McDonald,--,type any notes here,--,--,--,--,--,--,--,--
3/12/2012,Q3 2011,Company 133,not available,Name 132,Accepted,34569847,No,No Info Available,No Source,Address 133,City 133,--,12345,Bosnia and Herzegovina,Eastern Europe,Exchange,--,not available,7701234567,4041234567,abcde@email.com,Yes,Ronald McDonald,--,type any notes here,--,--,--,--,--,--,--,--
3/12/2012,Q3 2011,Company 134,not available,Name 133,Accepted,34569847,No,No Info Available,No Source,Address 134,City 134,--,12345,Bosnia and Herzegovina,Eastern Europe,Exchange,--,not available,7701234567,4041234567,abcde@email.com,Yes,Ronald McDonald,--,type any notes here,--,--,--,--,--,--,--,--
3/12/2012,Q2 2014,Company 135,not available,Name 134,No Info Available,34569847,No,No Info Available,No Source,Address 135,City 135,--,12345,Spain,Western Europe,Exchange,--,not available,7701234567,4041234567,abcde@email.com,No,Ronald McDonald,--,type any notes here,--,--,--,--,--,--,--,--
3/12/2012,Q1 2015,Company 136,Ms.,Name 135,No Info Available,34569847,No,No Info Available,No Source,Address 136,City 136,--,12345,Belarus,Eastern Europe,Exchange,--,not available,7701234567,4041234567,abcde@email.com,No,First Last ,--,type any notes here,--,--,--,--,--,--,--,--
3/12/2012,Q1 2015,Company 137,Mr.,Name 136,No Info Available,34569847,No,No Info Available,No Source,Address 137,City 137,--,12345,Belarus,Eastern Europe,Exchange,--,not available,7701234567,4041234567,abcde@email.com,No,First Last ,--,type any notes here,--,--,--,--,--,--,--,--
3/12/2012,Q2 2014,Company 138,not available,Name 137,In Progress,34569847,No,No Info Available,No Source,Address 138,City 138,--,12345,Serbia,Eastern Europe,Exchange,--,not available,7701234567,4041234567,abcde@email.com,No,Ronald McDonald,--,type any notes here,--,--,--,--,--,--,--,--
3/12/2012,Q2 2014,Company 139,not available,Name 138,In Progress,34569847,No,No Info Available,No Source,Address 139,City 139,--,12345,Serbia,Eastern Europe,Exchange,--,not available,7701234567,4041234567,abcde@email.com,No,Ronald McDonald,--,type any notes here,--,--,--,--,--,--,--,--
3/12/2012,Q3 2011,Company 140,Mr.,Name 139,Accepted,34569847,No,No Info Available,No Source,Address 140,City 140,--,12345,Bermuda,Latin America & Caribbean,Exchange,--,not available,7701234567,4041234567,abcde@email.com,Yes,Leslie Knope,--,type any notes here,--,--,--,--,--,--,--,--
3/12/2012,Q3 2011,Company 141,Mr.,Name 140,Accepted,34569847,No,No Info Available,No Source,Address 141,City 141,--,12345,Bermuda,Latin America & Caribbean,Exchange,--,not available,7701234567,4041234567,abcde@email.com,Yes,Leslie Knope,--,type any notes here,--,--,--,--,--,--,--,--
3/12/2012,Q3 2014,Company 142,Mr.,Name 141,In Progress,34569847,No,No Info Available,No Source,Address 142,City 142,--,12345,Switzerland,Western Europe,Exchange,--,not available,7701234567,4041234567,abcde@email.com,No,Ronald McDonald,--,type any notes here,--,--,--,--,--,--,--,--
3/12/2012,Q2 2014,Company 143,not available,Name 142,In Progress,34569847,No,No Info Available,No Source,Address 143,City 143,--,12345,Spain,Western Europe,Exchange,--,not available,7701234567,4041234567,abcde@email.com,No,Ronald McDonald,--,type any notes here,--,--,--,--,--,--,--,--
3/12/2012,Q4 2013,Company 144,Mr.,Name 143,No Info Available,34569847,No,No Info Available,No Source,Address 144,City 144,--,12345,India,Asia Pacific,Exchange,--,not available,7701234567,4041234567,abcde@email.com,No,Tony Stark,--,type any notes here,--,--,--,--,--,--,--,--
3/12/2012,Q3 2014,Company 145,Ms.,Name 144,No Info Available,34569847,No,No Info Available,No Source,Address 145,City 145,--,12345,Italy,Western Europe,Exchange,--,not available,7701234567,4041234567,abcde@email.com,No,First Last ,--,type any notes here,--,--,--,--,--,--,--,--
3/12/2012,Q3 2014,Company 146,Mr.,Name 145,No Info Available,34569847,No,No Info Available,No Source,Address 146,City 146,--,12345,Italy,Western Europe,Exchange,--,not available,7701234567,4041234567,abcde@email.com,No,First Last ,--,type any notes here,--,--,--,--,--,--,--,--
3/12/2012,Q3 2011,Company 147,not available,Name 146,Accepted,34569847,No,No Info Available,No Source,Address 147,City 147,--,12345,Romania,Eastern Europe,Exchange,--,not available,7701234567,4041234567,abcde@email.com,Yes,Ronald McDonald,--,type any notes here,--,--,--,--,--,--,--,--
3/12/2012,Q3 2014,Company 148,Ms.,Name 147,No Info Available,34569847,No,No Info Available,No Source,Address 148,City 148,--,12345,Hungary,Eastern Europe,Exchange,--,not available,7701234567,4041234567,abcde@email.com,No,Ronald McDonald,--,type any notes here,--,--,--,--,--,--,--,--
3/12/2012,Q3 2013,Company 149,Ms.,Name 148,No Info Available,34569847,No,No Info Available,No Source,Address 149,City 149,--,12345,Malaysia,Asia Pacific,Exchange,--,not available,7701234567,4041234567,abcde@email.com,No,Tony Stark,--,type any notes here,--,--,--,--,--,--,--,--
3/12/2012,Q2 2013,Company 150,Mr.,Name 149,No Info Available,34569847,No,No Info Available,No Source,Address 150,City 150,--,12345,Australia,Asia Pacific,Exchange,--,not available,7701234567,4041234567,abcde@email.com,No,Tony Stark,--,type any notes here,--,--,--,--,--,--,--,--
3/12/2012,Q2 2013,Company 151,Mr.,Name 150,No Info Available,34569847,No,No Info Available,No Source,Address 151,City 151,--,12345,Australia,Asia Pacific,Exchange,--,not available,7701234567,4041234567,abcde@email.com,No,Tony Stark,--,type any notes here,--,--,--,--,--,--,--,--
3/12/2012,Q3 2014,Company 152,Mr.,Name 151,No Info Available,34569847,No,No Info Available,Business Card,Address 152,City 152,IL,12345,United States of America (USA),North America,Exchange,--,not available,7701234567,4041234567,abcde@email.com,No,Leslie Knope,--,type any notes here,--,--,--,--,--,--,--,--
3/12/2012,Q1 2016,Company 153,not available,Name 152,No Info Available,34569847,No,No Info Available,No Source,Address 153,City 153,NY,12345,United States of America (USA),North America,Exchange,--,not available,7701234567,4041234567,abcde@email.com,No,First Last ,--,type any notes here,--,--,--,--,--,--,--,--
